index_id,survived,passenger_class,name,sex,age,siblings_spouse_aboard,parents_children_aboard,purchase_fare,original_fare_value,total_passengers
ri_000318,1,1,Mrs. Frederic Oakley (Margaretta Corning Stone) Spedden,female,40,1,1,134.5,160.055,3
ri_000319,0,3,Mr. Samuel Dennis,male,,0,0,7.25,8.555,1
ri_000320,0,3,Mr. Yoto Danoff,male,,0,0,7.8958,8.9223,1
ri_000321,1,2,Miss. Hilda Mary Slayter,female,30,0,0,12.35,14.079,1
ri_000322,1,2,Mrs. Albert Francis (Sylvia Mae Harbaugh) Caldwell,female,,1,1,29,34.22,3
ri_000323,0,3,Mr. George John Jr Sage,male,,8,2,69.55,79.287,11
ri_000324,1,1,Miss. Marie Grice Young,female,36,0,0,135.6333,162.76,1
ri_000325,0,3,Mr. Johan Hansen Nysveen,male,,0,0,6.2375,7.1731,1
ri_000326,1,2,Mrs. (Ada E Hall) Ball,,36,0,0,13,14.69,1
ri_000327,1,3,Mrs. Frank John (Emily Alice Brown) Goldsmith,female,31,1,1,20.525,24.4248,3
ri_000328,1,1,Miss. Jean Gertrude Hippach,female,16,,1,57.9792,68.9952,2
ri_000329,1,3,Miss. Agnes McCoy,female,28,2,0,,26.2725,3
ri_000330,0,1,Mr. Austen Partner,male,45.5,0,0,28.5,32.205,1
ri_000331,0,1,Mr. George Edward Graham,male,38,0,1,153.4625,178.0165,2
ri_000332,0,3,Mr. Leo Edmondus Vander Planke,male,,2,0,18,21.06,3
ri_000333,1,1,Mrs. Henry William (Clara Heinsheimer) Frauenthal,female,42,1,0,133.65,156.3705,2
ri_000334,0,3,Mr. Mitto Denkoff,male,,0,0,7.8958,8.8433,1
ri_000335,0,1,Mr. Thomas Clinton Pears,male,29,1,0,66.6,76.59,2
ri_000336,1,1,Miss. Elizabeth Margaret Burns,female,41,0,0,134.5,158.71,1
ri_000337,1,3,Mr. Karl Edwart Dahl,male,,0,0,8.05,9.66,1
ri_000338,0,1,Mr. Stephen Weart Blackwell,,45,0,0,35.5,41.89,1
ri_000339,1,2,Master. Edmond Roger Navratil,male,2,1,1,26,29.38,3
ri_000340,1,1,Miss. Alice Elizabeth Fortune,female,,3,2,263,297.19,6
ri_000341,0,2,Mr. Erik Gustaf Collander,,28,0,0,13,14.3,1
ri_000342,0,2,Mr. Charles Frederick Waddington Sedgwick,male,25,0,0,13,14.69,1
ri_000343,0,2,Mr. Stanley Hubert Fox,male,36,0,0,13,14.43,1
ri_000344,1,2,Miss. Amelia Brown,female,24,0,0,13,15.21,1
ri_000345,1,2,Miss. Marion Elsie Smith,female,40,,0,13,14.43,1
ri_000346,1,3,Mrs. Thomas Henry (Mary E Finck) Davison,female,34,1,0,16.1,18.998,2
ri_000347,1,3,Master. William Loch Coutts,male,3,1,1,15.9,18.762,3
ri_000348,0,3,Mr. Jovan Dimic,male,42,0,0,8.6625,9.702,1
ri_000349,0,3,Mr. Nils Martin Odahl,male,23,0,0,9.225,10.1475,1
ri_000350,0,1,Mr. Fletcher Fellows Williams-Lambert,male,43,0,0,35,38.85,1
ri_000351,0,3,Mr. Tannous Elias,male,15,1,1,7.2292,8.2413,3
ri_000352,0,3,Mr. Josef Arnold-Franchi,male,25,1,0,17.8,20.114,2
ri_000353,0,3,Mr. Wazli Yousif,male,23,0,0,7.225,8.0198,1
ri_000354,0,3,Mr. Leo Peter Vanden Steen,male,28,0,0,9.5,11.02,1
ri_000355,1,1,Miss. Elsie Edith Bowerman,female,22,0,1,55,64.35,2
ri_000356,0,2,Miss. Annie Clemmer Funk,female,38,0,0,13,14.82,1
ri_000357,1,3,Miss. Mary McGovern,female,22,0,0,7.8792,8.7459,1
ri_000358,1,3,Miss. Helen Mary Mockler,female,23,0,0,7.8792,8.8247,1
ri_000359,0,3,Mr. Wilhelm Skoog,male,40,1,4,27.9,33.201,6
ri_000360,0,2,Mr. Sebastiano del Carlo,male,29,1,0,27.7208,31.3245,2
ri_000361,0,3,Mrs. (Catherine David) Barbara,female,45,0,1,14.4542,17.056,2
ri_000362,0,3,Mr. Adola Asim,male,35,0,0,7.05,8.3895,1
ri_000363,0,3,Mr. Thomas O'Brien,male,27,1,0,15.5,17.36,2
ri_000364,0,3,Mr. Mauritz Nils Martin Adahl,male,30,0,0,7.25,8.41,1
ri_000365,1,1,Mrs. Frank Manley (Anna Sophia Atkinson) Warren,female,60,1,0,75.25,85.785,2
ri_000366,1,3,Mrs. (Mantoura Boulos) Moussa,female,35,0,0,7.2292,8.675,1
ri_000367,1,3,Miss. Annie Jermyn,female,22,0,0,7.75,9.0675,1
ri_000368,1,1,Mme. Leontine Pauline Aubart,female,24,0,0,69.3,76.23,1
ri_000369,1,1,Mr. George Achilles Harder,male,25,1,0,55.4417,62.0947,2
ri_000370,0,3,Mr. Jakob Alfred Wiklund,male,18,1,0,6.4958,7.5351,2
ri_000371,0,3,Mr. William Thomas Beavan,male,19,0,0,8.05,9.338,1
ri_000372,0,1,Mr. Sante Ringhini,male,22,0,0,135.6333,151.9093,1
ri_000373,,3,Miss. Stina Viola Palsson,female,3,3,1,21.075,23.8148,5
ri_000374,1,1,Mrs. Edgar Joseph (Leila Saks) Meyer,female,25,1,0,82.1708,90.3879,2
ri_000375,1,3,Miss. Aurora Adelia Landergren,female,22,0,0,7.25,8.41,
ri_000376,0,1,Mr. Harry Elkins Widener,male,27,0,2,211.5,232.65,3
ri_000377,0,3,Mr. Tannous Betros,male,20,0,0,4.0125,4.4138,1
ri_000378,0,3,Mr. Karl Gideon Gustafsson,male,19,0,0,7.775,8.7858,1
ri_000379,1,1,Miss. Rosalie Bidois,female,42,0,0,227.525,270.7548,1
ri_000380,1,3,Miss. Maria Nakid,female,1,0,2,15.7417,18.89,3
ri_000381,0,3,Mr. Juho Tikkanen,male,32,0,0,7.925,8.9553,1
ri_000382,1,1,Mrs. Alexander Oskar (Mary Aline Towner) Holverson,female,35,1,0,52,60.32,2
ri_000383,0,3,Mr. Vasil Plotcharsky,male,27,0,0,7.8958,9.0012,
ri_000384,0,2,Mr. Charles Henry Davies,male,18,0,0,73.5,84.525,
ri_000385,0,3,Master. Sidney Leonard Goodwin,male,1,5,2,46.9,52.997,8
ri_000386,1,2,Miss. Kate Buss,female,36,,0,13,15.08,
ri_000387,0,3,Mr. Matthew Sadlier,male,19,0,0,7.7292,9.275,
ri_000388,1,2,Miss. Bertha Lehmann,female,17,0,0,12,14.04,1
ri_000389,1,1,Mr. William Ernest Carter,male,36,,2,120,144,4
ri_000390,1,3,Mr. Carl Olof Jansson,male,21,0,0,7.7958,9.199,1
ri_000391,0,3,Mr. Johan Birger Gustafsson,male,28,,,7.925,9.4308,3
ri_000392,1,1,Miss. Marjorie Newell,female,23,1,0,113.275,133.6645,2
ri_000393,1,3,Mrs. Hjalmar (Agnes Charlotta Bengtsson) Sandstrom,female,24,0,2,16.7,18.871,3
ri_000394,0,3,Mr. Erik Johansson,male,22,0,0,7.7958,9.1211,1
ri_000395,0,3,Miss. Elina Olsson,female,31,0,,7.8542,9.3465,1
ri_000396,0,2,Mr. Peter David McKane,male,46,0,0,26,30.68,1
ri_000397,0,2,Dr. Alfred Pain,male,23,0,0,10.5,11.865,1
ri_000398,1,2,Mrs. William H (Jessie L) Trout,female,28,,0,12.65,13.915,1
ri_000399,1,3,Mr. Juha Niskanen,male,39,0,0,7.925,8.7175,1
ri_000400,0,3,Mr. John Adams,male,26,0,0,8.05,9.338,1
ri_000401,0,3,Miss. Mari Aina Jussila,female,21,1,0,9.825,11.6918,2
ri_000402,0,3,Mr. Pekka Pietari Hakkarainen,male,28,1,,15.85,17.5935,2
ri_000403,0,3,Miss. Marija Oreskovic,female,20,0,0,8.6625,10.2218,1
ri_000404,0,2,Mr. Shadrach Gale,male,34,1,0,21,24.99,2
ri_000405,0,3,Mr. Carl/Charles Peter Widegren,male,51,0,0,7.75,8.9125,1
ri_000406,1,2,Master. William Rowe Richards,male,3,1,,18.75,21,3
ri_000407,0,3,Mr. Hans Martin Monsen Birkeland,male,21,,0,7.775,8.7858,
ri_000408,0,3,Miss. Ida Lefebre,female,3,3,1,25.4667,30.0507,5
ri_000409,0,3,Mr. Todor Sdycoff,male,42,0,,7.8958,9.1591,1
ri_000410,0,3,Mr. Henry Hart,male,27,0,,6.8583,7.5441,1
ri_000411,1,1,Miss. Daisy E Minahan,female,33,1,0,90,108,2
ri_000412,0,2,Mr. Alfred Fleming Cunningham,male,,0,,0,0,
ri_000413,1,3,Mr. Johan Julian Sundman,male,44,0,0,7.925,9.51,1
ri_000414,0,3,Mrs. Thomas (Annie Louise Rowley) Meek,female,32,0,0,8.05,8.9355,1
ri_000415,1,2,Mrs. James Vivian (Lulu Thorne Christian) Drew,female,,1,1,32.5,38.35,3
ri_000416,1,2,Miss. Lyyli Karoliina Silven,female,,0,2,13,14.95,3
ri_000417,0,2,Mr. William John Matthews,male,,0,0,13,15.21,1
ri_000418,0,3,Miss. Catharina Van Impe,female,10,0,2,24.15,28.014,3
ri_000419,0,3,Mr. David Charters,male,,0,0,7.7333,8.6613,1
ri_000420,0,3,Mr. Leo Zimmerman,male,29,0,0,,9.3713,
ri_000421,0,3,Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren) Danbom,female,28,1,1,14.4,15.84,3
ri_000422,0,3,Mr. Viktor Richard Rosblom,male,,,1,,22.638,3
ri_000423,0,3,Mr. Phillippe Wiseman,male,54,0,,7.25,8.6275,1
ri_000424,1,2,Mrs. Charles V (Ada Maria Winfield) Clarke,female,,1,0,26,30.42,2
ri_000425,1,2,Miss. Kate Florence Phillips,female,,0,,26,28.6,1
ri_000426,0,3,Mr. James Flynn,male,,0,0,7.75,9.3,1
ri_000427,1,3,Mr. Berk (Berk Trembisky) Pickard,male,32,0,0,8.05,8.9355,1
ri_000428,1,1,Mr. Mauritz Hakan Bjornstrom-Steffansson,male,,0,0,26.55,31.86,1
ri_000429,1,3,Mrs. Percival (Florence Kate White) Thorneycroft,female,,1,0,16.1,17.71,
ri_000430,1,2,Mrs. Charles Alexander (Alice Adelaide Slow) Louch,female,42,1,0,,29.12,2
ri_000431,0,3,Mr. Nikolai Erland Kallio,male,17,0,0,7.125,8.1225,1
ri_000432,0,1,Mr. William Baird Silvey,male,50,1,0,55.9,65.962,2
ri_000433,1,1,Miss. Lucile Polk Carter,female,14,1,2,120,144,4
ri_000434,0,3,Miss. Doolina Margaret Ford,female,21,2,2,34.375,38.8438,5
ri_000435,1,2,Mrs. Sidney (Emily Hocking) Richards,female,24,2,3,18.75,20.625,6
ri_000436,0,1,Mr. Mark Fortune,male,64,1,4,263,297.19,6
ri_000437,0,2,Mr. Johan Henrik Johannesson Kvillner,male,31,0,0,10.5,11.865,1
ri_000438,1,2,Mrs. Benjamin (Esther Ada Bloomfield) Hart,female,45,1,1,26.25,30.45,3
ri_000439,0,3,Mr. Leon Hampe,male,20,0,0,9.5,10.545,1
ri_000440,0,3,Mr. Johan Emil Petterson,male,25,1,0,7.775,9.33,2
ri_000441,1,2,Ms. Encarnacion Reynaldo,female,28,,0,13,15.47,1
ri_000442,1,3,Mr. Bernt Johannesen-Bratthammer,male,,0,0,,9.4105,1
ri_000443,1,1,Master. Washington Dodge,male,4,0,2,81.8583,91.6813,3
ri_000444,1,2,Miss. Madeleine Violet Mellinger,female,13,0,1,19.5,21.84,2
ri_000445,1,1,Mr. Frederic Kimber Seward,male,34,0,0,26.55,30.5325,1
ri_000446,1,3,Miss. Marie Catherine Baclini,female,5,2,1,19.2583,22.9174,
ri_000447,1,1,Major. Arthur Godfrey Peuchen,male,52,0,0,30.5,35.075,1
ri_000448,0,2,Mr. Edwy Arthur West,male,36,1,2,27.75,31.08,4
ri_000449,0,3,Mr. Ingvald Olai Olsen Hagland,male,28,1,0,19.9667,21.9634,2
ri_000450,0,1,Mr. Benjamin Laventall Foreman,male,30,,0,27.75,32.4675,1
ri_000451,1,1,Mr. Samuel L Goldenberg,male,49,1,0,89.1042,100.6877,2
ri_000452,0,3,Mr. Joseph Peduzzi,male,24,0,0,8.05,9.5795,1
ri_000453,1,3,Mr. Ivan Jalsevac,male,29,0,0,7.8958,9.396,1
ri_000454,0,1,Mr. Francis Davis Millet,male,65,0,0,26.55,30.0015,
ri_000455,1,1,Mrs. Frederick R (Marion) Kenyon,female,41,1,0,51.8625,59.1233,2
ri_000456,1,2,Miss. Ellen Toomey,female,50,0,0,10.5,11.655,1
ri_000457,0,3,Mr. Maurice O'Connor,male,17,0,0,7.75,9.3,1
ri_000458,1,1,Mr. Harry Anderson,male,48,0,0,26.55,29.4705,1
ri_000459,0,3,Mr. William Morley,male,34,0,0,8.05,9.4185,1
ri_000460,0,1,Mr. Arthur H Gee,male,47,0,0,38.5,44.275,1
ri_000461,0,2,Mr. Jacob Christian Milling,male,48,0,0,13,14.56,1
ri_000462,0,3,Mr. Simon Maisner,male,34,0,0,8.05,8.9355,1
ri_000463,0,3,Mr. Manuel Estanslas Goncalves,male,38,0,0,7.05,7.755,1
ri_000464,0,2,Mr. William Campbell,male,21,0,0,0,0,1
ri_000465,0,1,Mr. John Montgomery Smart,male,56,0,0,26.55,30.798,1
ri_000466,0,3,Mr. James Scanlan,male,22,0,0,7.725,8.961,1
ri_000467,1,3,Miss. Helene Barbara Baclini,female,0.75,2,1,,22.7248,4
ri_000468,0,3,Mr. Arthur Keefe,male,39,0,0,7.25,8.265,1
ri_000469,0,3,Mr. Luka Cacic,male,38,0,0,8.6625,9.5288,
ri_000470,1,2,Mrs. Edwy Arthur (Ada Mary Worth) West,female,33,1,2,,32.745,4
ri_000471,1,2,Mrs. Amin S (Marie Marthe Thuillard) Jerwan,female,23,0,0,13.7917,16.55,1
ri_000472,0,3,Miss. Ida Sofia Strandberg,female,22,0,0,9.8375,11.6083,1
ri_000473,0,1,Mr. George Quincy Clifford,male,40,0,0,52,61.36,1
ri_000474,0,2,Mr. Peter Henry Renouf,male,34,1,0,21,23.1,2
ri_000475,0,3,Mr. Lewis Richard Braund,male,29,1,0,7.0458,7.8913,2
ri_000476,0,3,Mr. Nils August Karlsson,male,22,0,0,7.5208,8.2729,
ri_000477,1,3,Miss. Hildur E Hirvonen,female,2,0,1,12.2875,14.2535,2
ri_000478,0,3,Master. Harold Victor Goodwin,male,9,5,2,46.9,52.997,8
ri_000479,0,2,Mr. Anthony Wood Frost,male,37,0,0,0,0,1
ri_000480,0,3,Mr. Richard Henry Rouse,male,50,0,0,8.05,9.66,1
ri_000481,1,3,Mrs. (Hedwig) Turkula,female,63,0,0,,11.1215,
ri_000482,1,1,Mr. Dickinson H Bishop,male,25,1,0,91.0792,106.5627,2
ri_000483,0,3,Miss. Jeannie Lefebre,female,8,3,1,25.4667,30.0507,5
ri_000484,1,1,Mrs. Frederick Maxfield (Jane Anne Forby) Hoyt,female,35,1,0,90,101.7,2
ri_000485,0,1,Mr. Edward Austin Kent,male,58,0,0,29.7,34.452,1
ri_000486,0,3,Mr. Francis William Somerton,male,30,0,0,8.05,8.855,1
ri_000487,1,3,Master. Eden Leslie Coutts,male,9,1,1,15.9,18.285,3
ri_000488,0,3,Mr. Konrad Mathias Reiersen Hagland,,19,1,0,19.9667,22.5624,2
ri_000489,0,3,Mr. Einar Windelov,,21,0,0,7.25,8.265,1
ri_000490,0,1,Mr. Harry Markland Molson,male,55,0,0,30.5,33.855,1
ri_000491,0,1,Mr. Ramon Artagaveytia,,71,0,0,49.5042,54.4546,1
ri_000492,0,3,Mr. Edward Roland Stanley,male,21,0,0,8.05,9.4185,1
ri_000493,0,3,Mr. Gerious Yousseff,male,26,0,0,14.4583,16.1933,1
ri_000494,1,1,Miss. Elizabeth Mussey Eustis,,54,1,0,78.2667,92.3547,2
ri_000495,0,3,Mr. Frederick William Shellard,male,55,0,0,15.1,16.912,1
ri_000496,0,1,Mrs. Hudson J C (Bessie Waldo Daniels) Allison,female,25,1,2,151.55,171.2515,4
ri_000497,0,3,Mr. Olof Svensson,male,24,0,0,7.7958,9.277,
ri_000498,0,3,Mr. Petar Calic,male,17,0,0,8.6625,9.7886,1
ri_000499,0,3,Miss. Mary Canavan,female,21,0,0,7.75,8.525,1
ri_000500,0,3,Miss. Bridget Mary O'Sullivan,female,21,0,0,7.6292,8.6973,1
ri_000501,0,3,Miss. Kristina Sofia Laitinen,female,37,0,0,9.5875,11.505,1
ri_000502,1,1,Miss. Roberta Maioni,female,16,0,0,86.5,99.475,1
ri_000503,0,1,Mr. Victor de Satode Penasco y Castellana,male,18,1,0,108.9,129.591,2
ri_000504,1,2,Mrs. Frederick Charles (Jane Richards) Quick,female,33,0,2,26,31.2,3
ri_000505,1,1,Mr. George Bradley,male,37,0,0,26.55,31.5945,1
ri_000506,0,3,Mr. Henry Margido Olsen,male,28,0,0,22.525,25.6785,
ri_000507,1,3,Mr. Fang Lang,male,26,0,0,56.4958,64.4052,1
ri_000508,1,3,Mr. Eugene Patrick Daly,male,29,0,0,7.75,9.2225,1
ri_000509,0,3,Mr. James Webber,male,66,0,0,8.05,8.9355,1
ri_000510,1,1,Mr. James Robert McGough,male,36,0,0,26.2875,29.442,1
ri_000511,1,1,Mrs. Martin (Elizabeth L. Barrett) Rothschild,female,54,1,0,59.4,71.28,2
ri_000512,0,3,Mr. Satio Coleff,male,24,0,0,7.4958,8.6951,1
ri_000513,0,1,Mr. William Anderson Walker,male,47,0,0,34.0208,39.8043,1
ri_000514,1,2,Mrs. (Amelia Milley) Lemore,female,34,0,0,10.5,12.39,1
ri_000515,0,3,Mr. Patrick Ryan,male,30,,0,24.15,28.2555,1
ri_000516,1,2,Mrs. William A (Florence Agnes Hughes) Angle,female,36,1,0,26,28.86,2
ri_000517,0,3,Mr. Stefo Pavlovic,male,32,0,0,7.8958,9.2381,
ri_000518,1,1,Miss. Anne Perreault,female,30,0,0,93.5,107.525,1
ri_000519,0,3,Mr. Janko Vovk,male,22,,0,7.8958,9.396,
ri_000520,0,3,Mr. Sarkis Lahoud,male,35,0,0,7.225,8.1643,
ri_000521,1,1,Mrs. Louis Albert (Ida Sophia Fischer) Hippach,female,44,0,1,57.9792,66.6761,2
ri_000522,0,3,Mr. Fared Kassem,male,18,0,0,7.2292,8.3859,1
ri_000523,0,3,Mr. James Farrell,male,40.5,0,0,7.75,8.525,1
ri_000524,1,2,Miss. Lucy Ridsdale,female,50,0,0,10.5,11.865,
ri_000525,0,1,Mr. John Farthing,male,49,0,0,221.7792,263.9172,1
ri_000526,0,3,Mr. Johan Werner Salonen,male,39,0,0,7.925,8.7175,1
ri_000527,0,2,Mr. Richard George Hocking,male,23,2,1,11.5,13.455,4
ri_000528,1,2,Miss. Phyllis May Quick,female,2,1,1,,30.16,3
ri_000529,0,3,Mr. Nakli Toufik,male,17,0,0,,8.3859,1
ri_000530,0,3,Mr. Joseph Jr Elias,male,17,,1,7.2292,8.169,3
ri_000531,1,3,Mrs. Catherine (Catherine Rizk) Peter,female,24,0,2,,26.6064,3
ri_000532,0,3,Miss. Marija Cacic,female,30,0,0,8.6625,10.3084,1
ri_000533,1,2,Miss. Eva Miriam Hart,female,7,0,2,26.25,29.6625,3
ri_000534,0,1,Major. Archibald Willingham Butt,male,45,0,0,26.55,31.5945,1
ri_000535,1,1,Miss. Bertha LeRoy,female,30,0,0,106.425,123.453,1
ri_000536,0,3,Mr. Samuel Beard Risien,male,69,0,0,14.5,15.95,1
ri_000537,1,1,Miss. Hedwig Margaritha Frolicher,female,22,0,,49.5,54.945,3
ri_000538,1,1,Miss. Harriet R Crosby,female,36,0,2,,83.78,3
ri_000539,0,3,Miss. Ingeborg Constanzia Andersson,female,9,4,2,31.275,35.028,7
ri_000540,0,3,Miss. Sigrid Elisabeth Andersson,female,11,4,2,31.275,37.2173,7
ri_000541,1,2,Mr. Edward Beane,male,32,1,0,26,30.16,2
ri_000542,0,1,Mr. Walter Donald Douglas,male,50,1,0,106.425,121.3245,2
ri_000543,0,1,Mr. Arthur Ernest Nicholson,male,64,0,0,26,29.12,1
ri_000544,1,2,Mrs. Edward (Ethel Clarke) Beane,female,19,1,,26,28.86,2
ri_000545,1,2,Mr. Julian Padro y Manent,male,27,0,,13.8625,16.635,1
ri_000546,0,3,Mr. Frank John Goldsmith,male,33,,1,20.525,23.3985,3
ri_000547,1,2,Master. John Morgan Jr Davies,male,8,1,1,36.75,42.2625,3
ri_000548,1,1,Mr. John Borland Jr Thayer,male,17,0,,110.8833,130.8423,3
ri_000549,0,2,Mr. Percival James R Sharp,male,27,0,0,,31.2,1
ri_000550,0,3,Mr. Timothy O'Brien,male,21,0,0,7.8292,8.6904,1
ri_000551,1,3,Mr. Fahim Leeni,male,22,0,0,7.225,7.9475,1
ri_000552,1,3,Miss. Velin Ohman,female,22,0,0,7.775,8.5525,1
ri_000553,0,1,Mr. George Wright,male,62,0,0,26.55,31.0635,1
ri_000554,1,1,Lady. (Lucille Christiana Sutherland)Duff Gordon,female,48,1,0,39.6,45.54,2
ri_000555,0,1,Mr. Victor Robbins,male,45,0,0,227.525,259.3785,1
ri_000556,1,1,Mrs. Emil (Tillie Mandelbaum) Taussig,female,39,1,1,79.65,88.4115,3
ri_000557,1,3,Mrs. Guillaume Joseph (Emma) de Messemaeker,female,36,1,0,17.4,19.488,2
ri_000558,0,3,Mr. Thomas Rowan Morrow,male,30,0,0,7.75,9.2225,1
ri_000559,0,3,Mr. Husein Sivic,male,40,0,0,7.8958,9.2381,1
ri_000560,0,2,Mr. Robert Douglas Norman,male,28,,0,13.5,15.66,1
ri_000561,0,3,Mr. John Simmons,male,40,0,0,8.05,9.66,1
ri_000562,0,3,Miss. (Marion Ogden) Meanwell,female,62,0,0,8.05,9.016,1
ri_000563,0,3,Mr. Alfred J Davies,male,24,2,0,24.15,28.497,3
ri_000564,0,3,Mr. Ilia Stoytcheff,male,19,0,0,,9.317,1
ri_000565,0,3,Mrs. Nils (Alma Cornelia Berglund) Palsson,female,29,0,4,,23.1825,5
ri_000566,0,3,Mr. Tannous Doharr,male,28,0,0,,8.3859,1
ri_000567,1,3,Mr. Carl Jonsson,male,32,0,0,7.8542,9.425,1
ri_000568,1,2,Mr. George Harris,male,62,0,0,10.5,11.655,1
ri_000569,1,1,Mrs. Edward Dale (Charlotte Lamson) Appleton,female,53,2,0,51.4792,59.2011,
ri_000570,1,1,Mr. John Irwin Flynn,male,36,0,0,26.3875,29.0263,1
ri_000571,1,3,Miss. Mary Kelly,female,22,0,0,7.75,8.68,1
ri_000572,0,3,Mr. Alfred George John Rush,male,16,0,0,8.05,9.338,1
ri_000573,,3,Mr. George Patchett,male,19,0,0,14.5,17.4,1
ri_000574,1,2,Miss. Ethel Garside,female,34,,0,13,14.82,1
ri_000575,1,1,Mrs. William Baird (Alice Munger) Silvey,female,39,1,0,,61.49,
ri_000576,0,3,Mrs. Joseph (Maria Elias) Caram,female,18,1,0,14.4583,16.0487,2
ri_000577,1,3,Mr. Eiriik Jussila,male,32,0,0,7.925,9.4308,1
ri_000578,1,2,Miss. Julie Rachel Christy,female,25,1,1,30,33,3
ri_000579,1,1,Mrs. John Borland (Marian Longstreth Morris) Thayer,female,39,1,1,110.8833,128.6246,3
ri_000580,0,2,Mr. William James Downton,male,54,0,0,,29.9,1
ri_000581,0,1,Mr. John Hugo Ross,male,36,0,0,40.125,46.9463,1
ri_000582,0,,Mr. Uscher Paulner,male,16,0,0,8.7125,9.758,1
ri_000583,1,1,Miss. Ruth Taussig,female,18,0,2,79.65,90.801,3
ri_000584,0,2,Mr. John Denzil Jarvis,male,47,0,0,15,17.85,1
ri_000585,1,1,Mr. Maxmillian Frolicher-Stehli,male,60,1,1,79.2,88.704,3
ri_000586,0,3,Mr. Eliezer Gilinski,male,22,0,0,8.05,8.9355,1
ri_000587,0,3,Mr. Joseph Murdlin,male,22,0,0,8.05,9.2575,1
ri_000588,0,3,Mr. Matti Rintamaki,male,35,0,0,7.125,8.55,1
ri_000589,1,1,Mrs. Walter Bertram (Martha Eustis) Stephenson,female,52,1,0,78.2667,92.3547,2
ri_000590,0,,Mr. William James Elsbury,male,47,,0,7.25,8.12,1
ri_000591,0,3,Miss. Mary Bourke,female,40,0,2,7.75,9.2225,3
ri_000592,0,2,Mr. John Henry Chapman,male,37,1,0,26,29.12,
ri_000593,0,3,Mr. Jean Baptiste Van Impe,male,36,1,1,24.15,26.8065,
ri_000594,1,2,Miss. Jessie Wills Leitch,female,31,0,0,33,39.27,1
ri_000595,0,3,Mr. Alfred Johnson,male,49,0,0,0,0,
ri_000596,0,3,Mr. Hanna Boulos,male,18,0,0,7.225,7.9475,1
ri_000597,1,1,Sir. Cosmo Edmund Duff Gordon,male,49,1,0,,68.315,
ri_000598,1,,Mrs. Sidney Samuel (Amy Frances Christy) Jacobsohn,female,24,2,1,27,31.59,4
ri_000599,0,3,Mr. Petco Slabenoff,male,42,0,0,7.8958,9.1591,1
ri_000600,0,1,Mr. Charles H Harrington,male,37,0,0,42.4,50.456,1
ri_000601,0,3,Mr. Ernst William Torber,male,44,0,0,,9.0965,1
ri_000602,1,1,Mr. Harry Homer,male,35,0,0,26.55,31.329,1
ri_000603,0,3,Mr. Edvard Bengtsson Lindell,male,36,1,0,,17.8825,2
ri_000604,0,3,Mr. Milan Karaic,male,30,0,0,7.8958,9.317,1
ri_000605,1,1,Mr. Robert Williams Daniel,male,27,0,0,30.5,35.075,1
ri_000606,1,2,Mrs. Joseph (Juliette Marie Louise Lafargue) Laroche,female,22,1,2,41.5792,46.9845,4
ri_000607,1,1,Miss. Elizabeth W Shutes,female,40,0,0,153.4625,181.0858,1
ri_000608,0,3,Mrs. Anders Johan (Alfrida Konstantia Brogren) Andersson,female,39,1,5,31.275,34.7153,7
ri_000609,0,3,Mr. Jose Neto Jardin,male,21,0,0,7.05,8.3895,1
ri_000610,1,3,Miss. Margaret Jane Murphy,female,18,1,0,,17.98,2
ri_000611,0,3,Mr. John Horgan,male,22,0,0,7.75,9.2225,1
ri_000612,0,3,Mr. William Alfred Brocklebank,male,35,0,0,8.05,9.5795,1
ri_000613,1,2,Miss. Alice Herman,female,24,1,2,65,73.45,4
ri_000614,0,3,Mr. Ernst Gilbert Danbom,male,34,1,1,14.4,16.704,3
ri_000615,0,3,Mrs. William Arthur (Cordelia K Stanlick) Lobb,female,26,1,0,16.1,18.354,2
ri_000616,1,2,Miss. Marion Louise Becker,female,4,2,,39,45.24,4
ri_000617,0,2,Mr. Lawrence Gavey,male,26,0,,10.5,11.55,1
ri_000618,0,3,Mr. Antoni Yasbeck,male,27,1,0,14.4542,16.0442,2
ri_000619,1,1,Mr. Edwin Nelson Jr Kimball,male,42,1,,52.5542,63.065,2
ri_000620,1,3,Mr. Sahid Nakid,male,20,1,,15.7417,18.89,3
ri_000621,0,3,Mr. Henry Damsgaard Hansen,male,21,0,0,7.8542,9.425,1
ri_000622,0,3,Mr. David John Bowen,male,21,0,0,16.1,18.193,1
ri_000623,0,1,Mr. Frederick Sutton,male,61,0,0,32.3208,36.5225,1
ri_000624,0,2,Rev. Charles Leonard Kirkland,male,57,0,0,,14.2025,1
ri_000625,1,1,Miss. Gretchen Fiske Longley,female,21,0,0,77.9583,86.5337,1
ri_000626,0,3,Mr. Guentcho Bostandyeff,male,26,0,0,7.8958,9.2381,1
ri_000627,0,3,Mr. Patrick D O'Connell,,18,,0,7.7333,8.7386,1
ri_000628,1,1,Mr. Algernon Henry Wilson Barkworth,male,80,0,0,30,34.5,1
ri_000629,0,3,Mr. Johan Svensson Lundahl,male,51,0,0,7.0542,8.324,1
ri_000630,1,1,Dr. Max Stahelin-Maeglin,,32,,0,30.5,33.55,1
ri_000631,0,1,Mr. William Henry Marsh Parr,male,30,0,0,,0,1
ri_000632,0,3,Miss. Mabel Skoog,female,9,,2,27.9,31.248,6
