Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,32,8/6/2007,8/12/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,33,8/13/2007,8/19/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,34,8/20/2007,8/26/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,35,8/27/2007,9/2/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,36,9/3/2007,9/9/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,37,9/10/2007,9/16/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,38,9/17/2007,9/23/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,39,9/24/2007,9/30/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,40,10/1/2007,10/7/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,41,10/8/2007,10/14/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,42,10/15/2007,10/21/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,43,10/22/2007,10/28/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,44,10/29/2007,11/4/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,45,11/5/2007,11/11/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,46,11/12/2007,11/18/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,47,11/19/2007,11/25/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,48,11/26/2007,12/2/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,49,12/3/2007,12/9/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,50,12/10/2007,12/16/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,51,12/17/2007,12/23/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2007,52,12/24/2007,12/30/2007,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,1,12/31/2007,1/6/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,2,1/7/2008,1/13/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,3,1/14/2008,1/20/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,4,1/21/2008,1/27/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,5,1/28/2008,2/3/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,6,2/4/2008,2/10/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,7,2/11/2008,2/17/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,8,2/18/2008,2/24/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,9,2/25/2008,3/2/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,10,3/3/2008,3/9/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,11,3/10/2008,3/16/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,12,3/17/2008,3/23/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,13,3/24/2008,3/30/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,14,3/31/2008,4/6/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,15,4/7/2008,4/13/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,16,4/14/2008,4/20/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,17,4/21/2008,4/27/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,18,4/28/2008,5/4/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,19,5/5/2008,5/11/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,20,5/12/2008,5/18/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,21,5/19/2008,5/25/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,22,5/26/2008,6/1/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,23,6/2/2008,6/8/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,24,6/9/2008,6/15/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,25,6/16/2008,6/22/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,26,6/23/2008,6/29/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,27,6/30/2008,7/6/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,28,7/7/2008,7/13/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,29,7/14/2008,7/20/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,30,7/21/2008,7/27/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,31,7/28/2008,8/3/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,32,8/4/2008,8/10/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,33,8/11/2008,8/17/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,34,8/18/2008,8/24/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,35,8/25/2008,8/31/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,36,9/1/2008,9/7/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,37,9/8/2008,9/14/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,38,9/15/2008,9/21/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,39,9/22/2008,9/28/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,40,9/29/2008,10/5/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,41,10/6/2008,10/12/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,42,10/13/2008,10/19/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,43,10/20/2008,10/26/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,44,10/27/2008,11/2/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,45,11/3/2008,11/9/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,46,11/10/2008,11/16/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,47,11/17/2008,11/23/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,48,11/24/2008,11/30/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,49,12/1/2008,12/7/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,50,12/8/2008,12/14/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,51,12/15/2008,12/21/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2008,52,12/22/2008,12/28/2008,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,1,12/29/2008,1/4/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,2,1/5/2009,1/11/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,3,1/12/2009,1/18/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,4,1/19/2009,1/25/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,5,1/26/2009,2/1/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,6,2/2/2009,2/8/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,7,2/9/2009,2/15/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,8,2/16/2009,2/22/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,9,2/23/2009,3/1/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,10,3/2/2009,3/8/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,11,3/9/2009,3/15/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,12,3/16/2009,3/22/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,13,3/23/2009,3/29/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,14,3/30/2009,4/5/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,15,4/6/2009,4/12/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,16,4/13/2009,4/19/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,17,4/20/2009,4/26/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,18,4/27/2009,5/3/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,19,5/4/2009,5/10/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,20,5/11/2009,5/17/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,21,5/18/2009,5/24/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,22,5/25/2009,5/31/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,23,6/1/2009,6/7/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,24,6/8/2009,6/14/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,25,6/15/2009,6/21/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,26,6/22/2009,6/28/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,27,6/29/2009,7/5/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,28,7/6/2009,7/12/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,29,7/13/2009,7/19/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,30,7/20/2009,7/26/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,31,7/27/2009,8/2/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,32,8/3/2009,8/9/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,33,8/10/2009,8/16/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,34,8/17/2009,8/23/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,35,8/24/2009,8/30/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,36,8/31/2009,9/6/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,37,9/7/2009,9/13/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,38,9/14/2009,9/20/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,39,9/21/2009,9/27/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,40,9/28/2009,10/4/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,41,10/5/2009,10/11/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,42,10/12/2009,10/18/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,43,10/19/2009,10/25/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,44,10/26/2009,11/1/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,45,11/2/2009,11/8/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,46,11/9/2009,11/15/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,47,11/16/2009,11/22/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,48,11/23/2009,11/29/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,49,11/30/2009,12/6/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,50,12/7/2009,12/13/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,51,12/14/2009,12/20/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,52,12/21/2009,12/27/2009,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2009,53,12/28/2009,1/3/2010,,,,,,,,,,,,,,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,1,1/4/2010,1/10/2010,49,49,0,0,0,0,0,0,0,0,0,0,0,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,2,1/11/2010,1/17/2010,68,68,0,0,0,0,0,0,0,0,3,3,3,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,3,1/18/2010,1/24/2010,110,110,0,0,0,0,0,0,0,0,6,6,6,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,4,1/25/2010,1/31/2010,52,52,0,0,0,0,0,0,0,0,4,4,4,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,5,2/1/2010,2/7/2010,53,53,0,0,0,0,0,0,0,0,0,0,0,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,6,2/8/2010,2/14/2010,105,105,0,0,0,0,0,0,0,0,6,6,6,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,7,2/15/2010,2/21/2010,87,87,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,8,2/22/2010,2/28/2010,97,97,0,3,0,0,0,3,0,0,6,6,9,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,9,3/1/2010,3/7/2010,64,64,0,1,0,0,0,1,0,0,3,3,4,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,10,3/8/2010,3/14/2010,107,107,0,5,0,0,0,5,0,0,3,3,8,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,11,3/15/2010,3/21/2010,96,96,0,4,0,0,0,4,0,0,6,6,10,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,12,3/22/2010,3/28/2010,76,76,0,6,0,0,0,6,0,0,3,3,9,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,13,3/29/2010,4/4/2010,60,60,0,5,0,0,0,5,0,0,3,3,8,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,14,4/5/2010,4/11/2010,90,90,0,11,0,0,0,11,0,0,3,3,14,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,15,4/12/2010,4/18/2010,79,79,0,8,0,0,0,8,0,0,4,4,12,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,16,4/19/2010,4/25/2010,82,82,0,5,0,0,0,5,0,0,5,5,10,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,17,4/26/2010,5/2/2010,64,64,0,9,0,0,0,9,0,0,8,8,17,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,18,5/3/2010,5/9/2010,83,83,0,9,0,0,0,9,0,0,8,8,17,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,19,5/10/2010,5/16/2010,99,99,0,7,0,0,0,7,0,0,10,10,17,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,20,5/17/2010,5/23/2010,106,106,0,10,0,0,0,10,0,0,10,10,20,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,21,5/24/2010,5/30/2010,35,35,0,3,0,0,0,3,0,0,4,4,7,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,22,5/31/2010,6/6/2010,54,54,0,8,0,0,0,8,0,0,8,8,16,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,23,6/7/2010,6/13/2010,41,41,0,3,0,0,0,3,0,0,4,4,7,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,24,6/14/2010,6/20/2010,97,97,0,6,0,0,0,6,0,0,9,9,15,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,25,6/21/2010,6/27/2010,68,68,0,8,0,0,0,8,0,0,6,6,14,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,26,6/28/2010,7/4/2010,80,80,0,10,0,0,0,10,0,0,20,20,30,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,27,7/5/2010,7/11/2010,44,44,0,7,0,0,0,7,0,0,13,13,20,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,28,7/12/2010,7/18/2010,95,95,0,12,0,0,0,12,0,0,14,14,26,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,29,7/19/2010,7/25/2010,75,75,0,11,1,0,0,12,0,0,13,13,25,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,30,7/26/2010,8/1/2010,94,94,0,13,1,0,0,14,0,0,19,19,33,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,31,8/2/2010,8/8/2010,54,54,0,5,1,0,0,6,0,0,15,15,21,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,32,8/9/2010,8/15/2010,92,92,0,18,4,0,0,22,0,0,2,2,24,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,33,8/16/2010,8/22/2010,99,99,0,12,3,0,0,15,0,0,7,7,22,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,34,8/23/2010,8/29/2010,52,52,0,4,9,0,0,13,0,0,6,6,19,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,35,8/30/2010,9/5/2010,87,87,0,5,11,0,0,16,0,0,1,1,17,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,36,9/6/2010,9/12/2010,64,64,0,1,13,0,0,14,0,0,5,5,19,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,37,9/13/2010,9/19/2010,75,75,0,2,18,0,0,20,0,0,1,1,21,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,38,9/20/2010,9/26/2010,28,28,0,1,9,0,0,10,0,0,0,0,10,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,39,9/27/2010,10/3/2010,76,76,0,1,13,0,0,14,0,0,0,0,14,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,40,10/4/2010,10/10/2010,68,68,0,3,6,0,0,9,0,0,0,0,9,,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,41,10/11/2010,10/17/2010,48,48,0,1,2,0,0,3,0,0,1,1,4,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,42,10/18/2010,10/24/2010,48,48,0,0,2,0,0,2,0,0,2,2,4,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,43,10/25/2010,10/31/2010,31,31,0,0,2,0,0,2,0,0,0,0,2,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,44,11/1/2010,11/7/2010,41,41,0,0,2,0,0,2,0,0,0,0,2,,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,45,11/8/2010,11/14/2010,58,58,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,46,11/15/2010,11/21/2010,42,42,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,47,11/22/2010,11/28/2010,14,14,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,48,11/29/2010,12/5/2010,31,31,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,49,12/6/2010,12/12/2010,26,26,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,50,12/13/2010,12/19/2010,54,54,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,51,12/20/2010,12/26/2010,39,39,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2010,52,12/27/2010,1/2/2011,34,34,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,1,1/3/2011,1/9/2011,37,37,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,2,1/10/2011,1/16/2011,36,36,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,3,1/17/2011,1/23/2011,45,45,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,4,1/24/2011,1/30/2011,21,21,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,5,1/31/2011,2/6/2011,41,41,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,6,2/7/2011,2/13/2011,45,45,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,7,2/14/2011,2/20/2011,53,53,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,8,2/21/2011,2/27/2011,35,35,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,9,2/28/2011,3/6/2011,48,48,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,10,3/7/2011,3/13/2011,39,39,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,11,3/14/2011,3/20/2011,64,64,0,1,0,0,0,1,0,0,0,0,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,12,3/21/2011,3/27/2011,27,27,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,13,3/28/2011,4/3/2011,42,42,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,14,4/4/2011,4/10/2011,39,39,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,15,4/11/2011,4/17/2011,64,64,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,16,4/18/2011,4/24/2011,40,40,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,17,4/25/2011,5/1/2011,35,35,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,18,5/2/2011,5/8/2011,37,37,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,19,5/9/2011,5/15/2011,49,49,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,20,5/16/2011,5/22/2011,73,73,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Bangladesh,South-East Asia Region of WHO,Southern Asia,2011,21,5/23/2011,5/29/2011,28,28,0,0,0,0,0,0,0,0,0,0,0,,No Report
